Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Viana do castelo    Monção    Sago    266    281
Viana do castelo    Monção    Segude    389    256
Viana do castelo    Monção    Tangil    936    2 134
Viana do castelo    Monção    Troporiz    297    238
Viana do castelo    Monção    Troviscoso    1 089     537
Viana do castelo    Monção    Trute    278    471
Viana do castelo    Monção    Valadares    218    186
Viana do castelo    Paredes de Coura    Agualonga    284    414
Viana do castelo    Paredes de Coura    Bico    475    956
Viana do castelo    Paredes de Coura    Castanheira    642    830
Viana do castelo    Paredes de Coura    Cossourado    338    553
Viana do castelo    Paredes de Coura    Coura    420    560
Viana do castelo    Paredes de Coura    Cristelo    352    260
Viana do castelo    Paredes de Coura    Cunha    542    1 175
Viana do castelo    Paredes de Coura    Ferreira    479    1 001
Viana do castelo    Paredes de Coura    Formariz    614    505
Viana do castelo    Paredes de Coura    Infesta    445    565
Viana do castelo    Paredes de Coura    Insalde    433    1 112
Viana do castelo    Paredes de Coura    Linhares    230    530
Viana do castelo    Paredes de Coura    Mozelos    346    320
Viana do castelo    Paredes de Coura    Padornelo    458    965
Viana do castelo    Paredes de Coura    Parada    323    407
Viana do castelo    Paredes de Coura    Paredes de Coura    1 495     309
Viana do castelo    Paredes de Coura    Porreiras    96    752
Viana do castelo    Paredes de Coura    Resende    530    285
Viana do castelo    Paredes de Coura    Romarigães    284    711
Viana do castelo    Paredes de Coura    Rubiães    548    895
Viana do castelo    Paredes de Coura    Vascões    237    697
Viana do castelo    Ponte da Barca    Azias    422    1 462
Viana do castelo    Ponte da Barca    Boivães    338    634
Viana do castelo    Ponte da Barca    Bravães    645    338
Viana do castelo    Ponte da Barca    Britelo    614    1 289
Viana do castelo    Ponte da Barca    Crasto    509    240
Viana do castelo    Ponte da Barca    Cuide de Vila Verde    338    371
Viana do castelo    Ponte da Barca    Entre Ambos-os-Rios    542    1 478
Viana do castelo    Ponte da Barca    Ermida    83    1 121
Viana do castelo    Ponte da Barca    Germil    70    1 373
Viana do castelo    Ponte da Barca    Grovelas    248    340
Viana do castelo    Ponte da Barca    Lavradas    929    726
Viana do castelo    Ponte da Barca    Lindoso    536    4 648
Viana do castelo    Ponte da Barca    Nogueira    430    190
Viana do castelo    Ponte da Barca    Oleiros    559    356
Viana do castelo    Ponte da Barca    Paço Vedro de Magalhães    860    255
Viana do castelo    Ponte da Barca    Ponte da Barca    2 308     95
Viana do castelo    Ponte da Barca    Ruivos    261    165
Viana do castelo    Ponte da Barca    Sampriz    407    651
Viana do castelo    Ponte da Barca    Touvedo (Salvador)    173    220
Viana do castelo    Ponte da Barca    Touvedo (S. Lourenço)    266    265
Viana do castelo    Ponte da Barca    Vade (S. Pedro)    288    270
Viana do castelo    Ponte da Barca    Vade (S. Tomé)    272    145
Viana do castelo    Ponte da Barca    Vila Chã (Santiago)    176    307
Viana do castelo    Ponte da Barca    Vila Chã (S. João Baptista)    601    1 011
Viana do castelo    Ponte da Barca    Vila Nova de Muía    1 034     526
Viana do castelo    Ponte de Lima    Anais    1 176     766
Viana do castelo    Ponte de Lima    Arca    772    131
Viana do castelo    Ponte de Lima    Arcos    658    1 443
Viana do castelo    Ponte de Lima    Arcozelo    3 932     1 187
Viana do castelo    Ponte de Lima    Ardegão    236    302
Viana do castelo    Ponte de Lima    Bárrio    405    531
Viana do castelo    Ponte de Lima    Beiral do Lima    767    558
Viana do castelo    Ponte de Lima    Bertiandos    392    226
Viana do castelo    Ponte de Lima    Boalhosa    215    214
Viana do castelo    Ponte de Lima    Brandara    479    251
Viana do castelo    Ponte de Lima    Cabaços    703    595
Viana do castelo    Ponte de Lima    Cabração    155    1 643
Viana do castelo    Ponte de Lima    Calheiros    1 047     889
Viana do castelo    Ponte de Lima    Calvelo    744    485
Viana do castelo    Ponte de Lima    Cepões    586    389
Viana do castelo    Ponte de Lima    Correlhã    3 068     804
Viana do castelo    Ponte de Lima    Estorãos    513    1 710
Viana do castelo    Ponte de Lima    Facha    1 482     1 582
Viana do castelo    Ponte de Lima    Feitosa    828    307
Viana do castelo    Ponte de Lima    Fojo Lobal    302    310
Viana do castelo    Ponte de Lima    Fontão    1 132     472
Viana do castelo    Ponte de Lima    Fornelos    1 535     1 050
Viana do castelo    Ponte de Lima    Freixo    1 262     544
Viana do castelo    Ponte de Lima    Friastelas    515    420
Viana do castelo    Ponte de Lima    Gaifar    306    301
Viana do castelo    Ponte de Lima    Gandra    1 141     432
Viana do castelo    Ponte de Lima    Gemieira    572    440
Viana do castelo    Ponte de Lima    Gondufe    435    608
Viana do castelo    Ponte de Lima    Labruja    482    1 673
Viana do castelo    Ponte de Lima    Labrujó    153    416
Viana do castelo    Ponte de Lima    Mato    285    250
Viana do castelo    Ponte de Lima    Moreira do Lima    893    1 016
Viana do castelo    Ponte de Lima    Navió    243    90
Viana do castelo    Ponte de Lima    Poiares    847    591
Viana do castelo    Ponte de Lima    Ponte de Lima    2 752     141
Viana do castelo    Ponte de Lima    Queijada    328    290
Viana do castelo    Ponte de Lima    Rebordões (Sta. Maria)    1 065     720
Viana do castelo    Ponte de Lima    Rebordões (Souto)    1 253     725
Viana do castelo    Ponte de Lima    Refóios do Lima    2 282     1 640
Viana do castelo    Ponte de Lima    Rendufe    204    276
Viana do castelo    Ponte de Lima    Ribeira    1 841     991
Viana do castelo    Ponte de Lima    Sá    406    292
Viana do castelo    Ponte de Lima    Sandiães    423    268
Viana do castelo    Ponte de Lima    Sta. Comba    680    166
Viana do castelo    Ponte de Lima    Sta. Cruz do Lima    532    251
Viana do castelo    Ponte de Lima    Seara    683    400
Viana do castelo    Ponte de Lima    Serdedelo    500    685
Viana do castelo    Ponte de Lima    Vilar das Almas    343    521
Viana do castelo    Ponte de Lima    Vilar do Monte    113    351
Viana do castelo    Ponte de Lima    Vitorino das Donas    1 059     426
Viana do castelo    Ponte de Lima    Vitorino dos Piães    1 618     1 351 
Viana do castelo    Valença    Arão    820    300
Viana do castelo    Valença    Boivão    247    779
Viana do castelo    Valença    Cerdal    1 744     2 086
Viana do castelo    Valença    Cristelo Covo    847    366
Viana do castelo    Valença    Fontoura    737    913
Viana do castelo    Valença    Friestas    546    432
Viana do castelo    Valença    Gandra    1 243     1 064
Viana do castelo    Valença    Ganfei    1 312     935
Viana do castelo    Valença    Gondomil    344    1 000
Viana do castelo    Valença    Sanfins    154    850
Viana do castelo    Valença    S. Julião    410    549
Viana do castelo    Valença    S. Pedro da Torre    1 232     429
Viana do castelo    Valença    Silva    281    539
Viana do castelo    Valença    Taião    152    868
Viana do castelo    Valença    Valença    3 483     251
Viana do castelo    Valença    Verdoejo    635    382
Viana do castelo    Viana do Castelo    Afife    1 677     1 108
Viana do castelo    Viana do Castelo    Alvarães    2 691     1 024
Viana do castelo    Viana do Castelo    Amonde    344    604
Viana do castelo    Viana do Castelo    Anha    2 513     912
Viana do castelo    Viana do Castelo    Areosa    4 485     1 122
Viana do castelo    Viana do Castelo    Barroselas    3 799     747
Viana do castelo    Viana do Castelo    Cardielos    1 279     388
Viana do castelo    Viana do Castelo    Carreço    1 769     1 792
Viana do castelo    Viana do Castelo    Carvoeiro    1 239     1 192
Viana do castelo    Viana do Castelo    Castelo do Neiva    3 203     764
Viana do castelo    Viana do Castelo    Chafé    2 507     750
Viana do castelo    Viana do Castelo    Darque    7 798     662
Viana do castelo    Viana do Castelo    Deão    971    236
Viana do castelo    Viana do Castelo    Deocriste    742    639
Viana do castelo    Viana do Castelo    Freixieiro de Souelo    560    1 648
Viana do castelo    Viana do Castelo    Geraz do Lima (Sta Leocádia)    1 058     735
Viana do castelo    Viana do Castelo    Geraz do Lima (Sta Maria)    846    544
Viana do castelo    Viana do Castelo    Lanheses    1 740     1 004
Viana do castelo    Viana do Castelo    Mazarefes    1 396     348
Viana do castelo    Viana do Castelo    Meadela    8 685     747
Viana do castelo    Viana do Castelo    Meixedo    490    603
Viana do castelo    Viana do Castelo    Montaria    665    2 609
Viana do castelo    Viana do Castelo    Moreira de Geraz do Lima    628    403
Viana do castelo    Viana do Castelo    Mujães    1 691     472
Viana do castelo    Viana do Castelo    Neiva    1 267     657
Viana do castelo    Viana do Castelo    Nogueira    894    1 075
Viana do castelo    Viana do Castelo    Outeiro    1 271     1 621
Viana do castelo    Viana do Castelo    Perre    3 007     1 300
Viana do castelo    Viana do Castelo    Portela Susã    590    413
Viana do castelo    Viana do Castelo    Portuzelo    3 809     672
Viana do castelo    Viana do Castelo    Serreleis    1 041     313
Viana do castelo    Viana do Castelo    Subportela    1 337     525
Viana do castelo    Viana do Castelo    Torre    660    480
Viana do castelo    Viana do Castelo    Viana do Castelo (Monserrate)    5 637     207
Viana do castelo    Viana do Castelo    Viana do Castelo (Sta Maria Maior)    9 940     232
Viana do castelo    Viana do Castelo    Vila de Punhe    2 400     512
Viana do castelo    Viana do Castelo    Vila Franca    1 824     901
Viana do castelo    Viana do Castelo    Vila Fria    1 364     657
Viana do castelo    Viana do Castelo    Vila Mou    564    302
Viana do castelo    Viana do Castelo    Vilar de Murteda    247    516
Viana do castelo    Vila Nova de Cerveira    Campos    1 248     501
Viana do castelo    Vila Nova de Cerveira    Candemil    246    864
Viana do castelo    Vila Nova de Cerveira    Cornes    481    677
Viana do castelo    Vila Nova de Cerveira    Covas    744    2 916
Viana do castelo    Vila Nova de Cerveira    Gondar    154    368
Viana do castelo    Vila Nova de Cerveira    Gondarém    991    713
Viana do castelo    Vila Nova de Cerveira    Loivo    859    526
Viana do castelo    Vila Nova de Cerveira    Lovelhe    440    338
Viana do castelo    Vila Nova de Cerveira    Mentrestido    271    487
Viana do castelo    Vila Nova de Cerveira    Nogueira    242    244
Viana do castelo    Vila Nova de Cerveira    Reboreda    678    621
Viana do castelo    Vila Nova de Cerveira    Sapardos    389    644
Viana do castelo    Vila Nova de Cerveira    Sopo    576    1 391
Viana do castelo    Vila Nova de Cerveira    Vila Meã    269    224
Viana do castelo    Vila Nova de Cerveira    Vila Nova de Cerveira    1 264     332
Vila Real    Alijó    Alijó    2 806     2 936
Vila Real    Alijó    Amieiro    104    641
Vila Real    Alijó    Carlão    886    2 649
Vila Real    Alijó    Casal de Loivos    198    355
Vila Real    Alijó    Castedo    495    1 347
Vila Real    Alijó    Cotas    273    1 538
Vila Real    Alijó    Favaios    1 312     2 057
Vila Real    Alijó    Pegarinhos    575    2 013
Vila Real    Alijó    Pinhão    829    300
Vila Real    Alijó    Pópulo    336    1 277
Vila Real    Alijó    Ribalonga    291    915
Vila Real    Alijó    Sanfins do Douro    1 763     1 845
Vila Real    Alijó    Sta. Eugénia    411    779
Vila Real    Alijó    S. Mamede de Ribatua    905    2 027
Vila Real    Alijó    Vale de Mendiz    311    548
Vila Real    Alijó    Vila Chã    579    1 965
Vila Real    Alijó    Vila Verde    844    4 209
Vila Real    Alijó    Vilar de Maçada    1 236     1 975
Vila Real    Alijó    Vilarinho de Cotas    166    381
Vila Real    Boticas    Alturas do Barroso    444    3 268
Vila Real    Boticas    Ardãos    311    2 241
Vila Real    Boticas    Beça    1 031     3 001
Vila Real    Boticas    Bobadela    354    1 478
Vila Real    Boticas    Boticas    1 065     1 378
Vila Real    Boticas    Cerdedo    176    2 396
Vila Real    Boticas    Codessoso    168    845
Vila Real    Boticas    Covas do Barroso    348    2 967
Vila Real    Boticas    Curros    87    1 208
Vila Real    Boticas    Dornelas    413    3 664
Vila Real    Boticas    Fiães do Tâmega    167    1 476
Vila Real    Boticas    Granja    266    879
Vila Real    Boticas    Pinho    478    2 256
Vila Real    Boticas    S. Salvador de Viveiro    345    1 883
Vila Real    Boticas    Sapiãos    526    2 111
Vila Real    Boticas    Vilar    238    1 190 
Vila Real    Chaves    Águas Frias    897    2 896
Vila Real    Chaves    Anelhe    538    1 249
Vila Real    Chaves    Arcossó    365    804
Vila Real    Chaves    Bobadela    124    545
Vila Real    Chaves    Bustelo    517    817
Vila Real    Chaves    Calvão    450    1 964
Vila Real    Chaves    Cela    228    371
Vila Real    Chaves    Cimo de Vila da Castanheira    605    1 574
Vila Real    Chaves    Curalha    518    736
Vila Real    Chaves    Eiras    560    477
Vila Real    Chaves    Ervededo    740    2 053
Vila Real    Chaves    Faiões    880    794
Vila Real    Chaves    Lama de Arcos    425    1 339
Vila Real    Chaves    Loivos    629    1 174
Vila Real    Chaves    Madalena    2 004     605
Vila Real    Chaves    Mairos    359    1 227
Vila Real    Chaves    Moreiras    308    924
Vila Real    Chaves    Nogueira da Montanha    693    1 692
Vila Real    Chaves    Oucidres    236    1 372
Vila Real    Chaves    Oura    652    1 426
Vila Real    Chaves    Outeiro Seco    3 435     1 772
Vila Real    Chaves    Paradela    318    846
Vila Real    Chaves    Póvoa de Agrações    294    723
Vila Real    Chaves    Redondelo    600    1 848
Vila Real    Chaves    Roriz    211    894
Vila Real    Chaves    Samaiões    1 353     866
Vila Real    Chaves    Sanfins    308    1 786
Vila Real    Chaves    Sanjurge    373    1 246
Vila Real    Chaves    Sta. Cruz / Trindade    (*)     (*)
Vila Real    Chaves    Sta. Leocádia    419    1 325
Vila Real    Chaves    Sta. Maria Maior    12 260     415
Vila Real    Chaves    Santo António de Monforte    509    1 088
Vila Real    Chaves    Santo Estêvão    632    879
Vila Real    Chaves    S. Julião de Montenegro    293    1 470
Vila Real    Chaves    S. Pedro de Agostém    1 513     2 685
Vila Real    Chaves    S. Vicente    313    3 105
Vila Real    Chaves    Seara Velha    187    970
Vila Real    Chaves    Selhariz    311    575
Vila Real    Chaves    Soutelinho da Raia    192    724
Vila Real    Chaves    Soutelo    384    908
Vila Real    Chaves    Travancas    520    1 346
Vila Real    Chaves    Tronco    326    869
Vila Real    Chaves    Vale de Anta    1 200     1 037
Vila Real    Chaves    Vidago    1 186     640
Vila Real    Chaves    Vila Verde da Raia    855    970
Vila Real    Chaves    Vilar de Nantes    2 117     719
Vila Real    Chaves    Vilarelho da Raia    619    1 775
Vila Real    Chaves    Vilarinho das Paranheiras    220    455
Vila Real    Chaves    Vilas Boas    218    700
Vila Real    Chaves    Vilela do Tâmega    451    956
Vila Real    Chaves    Vilela Seca    323    1 411 
Vila Real    Mesão Frio    Barqueiros    844    476
Vila Real    Mesão Frio    Cidadelhe    207    255
Vila Real    Mesão Frio    Mesão Frio (Sta. Cristina)    821    641
Vila Real    Mesão Frio    Mesão Frio (S. Nicolau)    436    45
Vila Real    Mesão Frio    Oliveira    456    340
Vila Real    Mesão Frio    Vila Jusã    687    212
Vila Real    Mesão Frio    Vila Marim    1 475     716
Vila Real    Mondim de Basto    Atei    1 421     2 431
Vila Real    Mondim de Basto    Bilhó    763    2 812
Vila Real    Mondim de Basto    Campanhó    350    1 306
Vila Real    Mondim de Basto    Ermelo    712    4 036
Vila Real    Mondim de Basto    Mondim de Basto    3 473     2 339
Vila Real    Mondim de Basto    Paradança    373    809
Vila Real    Mondim de Basto    Pardelhas    109    1 839
Vila Real    Mondim de Basto    Vilar de Ferreiros    1 373     1 615 
Vila Real    Montalegre    Cabril    640    7 621
Vila Real    Montalegre    Cambeses do Rio    141    1 502
Vila Real    Montalegre    Cervos    328    3 307
Vila Real    Montalegre    Chã    928    5 760
Vila Real    Montalegre    Contim    100    1 125
Vila Real    Montalegre    Covelães    186    1 844
Vila Real    Montalegre    Covelo do Gerês    254    1 051
Vila Real    Montalegre    Donões    72    939
Vila Real    Montalegre    Ferral    547    1 583
Vila Real    Montalegre    Fervidelas    116    577
Vila Real    Montalegre    Fiães do Rio    104    693
Vila Real    Montalegre    Gralhas    235    2 082
Vila Real    Montalegre    Meixedo    235    2 082
Vila Real    Montalegre    Meixide    127    1 217
Vila Real    Montalegre    Montalegre    1 817     1 758
Vila Real    Montalegre    Morgade    275    2 095
Vila Real    Montalegre    Mourilhe    144    2 292
Vila Real    Montalegre    Negrões    196    1 898
Vila Real    Montalegre    Outeiro    203    5 158
Vila Real    Montalegre    Padornelos    151    1 552
Vila Real    Montalegre    Padroso    119    903
Vila Real    Montalegre    Paradela    221    1 234
Vila Real    Montalegre    Pitões das Junias    201    3 689
Vila Real    Montalegre    Pondras    193    1 112
Vila Real    Montalegre    Reigoso    200    1 695
Vila Real    Montalegre    Salto    1 867     7 789
Vila Real    Montalegre    Santo André    271    1 982
Vila Real    Montalegre    Sarraquinhos    378    3 294
Vila Real    Montalegre    Sezelhe    145    1 281
Vila Real    Montalegre    Solveira    214    1 217
Vila Real    Montalegre    Tourém    185    1 661
Vila Real    Montalegre    Venda Nova    401    797
Vila Real    Montalegre    Viade de Baixo    781    4 200
Vila Real    Montalegre    Vila da Ponte    255    1 073
Vila Real    Montalegre    Vilar de Perdizes (S.Miguel)    532    2 556 
Vila Real    Murça    Candedo    1 126     2 889
Vila Real    Murça    Carva    256    1 500
Vila Real    Murça    Fiolhoso    603    1 626
Vila Real    Murça    Jou    794    3 720
Vila Real    Murça    Murça    2 184     1 457
Vila Real    Murça    Noura    647    1 406
Vila Real    Murça    Palheiros    432    2 685
Vila Real    Murça    Valongo de Milhais    442    2 238
Vila Real    Murça    Vilares    268    1 415 
Vila Real    Peso da Régua    Canelas    942    1 537
Vila Real    Peso da Régua    Covelinhas    269    431
Vila Real    Peso da Régua    Fontelas    909    334
Vila Real    Peso da Régua    Galafura    835    1 301
Vila Real    Peso da Régua    Godim    4 951     418
Vila Real    Peso da Régua    Loureiro    1 452     512
Vila Real    Peso da Régua    Moura Morta    605    361
Vila Real    Peso da Régua    Peso da Régua    5 080     576
Vila Real    Peso da Régua    Poiares    918    1 180
Vila Real    Peso da Régua    Sedielos    1 307     1 283
Vila Real    Peso da Régua    Vilarinho dos Freires    1 013     832
Vila Real    Peso da Régua    Vinhós    551    847
Vila Real    Ribeira de Pena    Alvadia    220    3 379
Vila Real    Ribeira de Pena    Canedo    507    3 849
Vila Real    Ribeira de Pena    Cerva    2 607     4 605
Vila Real    Ribeira de Pena    Limões    393    1 718
Vila Real    Ribeira de Pena    Ribeira de Pena (Salvador)    2 573     3 814
Vila Real    Ribeira de Pena    Sta. Marinha    665    3 171
Vila Real    Ribeira de Pena    Santo Aleixo de Além-Tâmega    447    1 230 
Vila Real    Sabrosa    Celeiros    267    525
Vila Real    Sabrosa    Covas do Douro    558    1 960
Vila Real    Sabrosa    Gouvães do Douro    240    630
Vila Real    Sabrosa    Gouvinhas    359    1 447
Vila Real    Sabrosa    Parada de Pinhão    347    545
Vila Real    Sabrosa    Paradela de Guiães    154    937
Vila Real    Sabrosa    Passos    664    1 717
Vila Real    Sabrosa    Provesende    356    896
Vila Real    Sabrosa    Sabrosa    1 189     868
Vila Real    Sabrosa    S. Cristóvão do Douro    196    297
Vila Real    Sabrosa    S. Lourenço de Ribapinhão    504    1 212
Vila Real    Sabrosa    S. Martinho de Antas    870    1 601
Vila Real    Sabrosa    Souto Maior    563    932
Vila Real    Sabrosa    Torre do Pinhão    404    1 451
Vila Real    Sabrosa    Vilarinho de S. Romão    361    627
Vila Real    Sta. Marta de Penaguião    Alvações do Corgo    575    422
Vila Real    Sta. Marta de Penaguião    Cumeeira    1 278     1 143
Vila Real    Sta. Marta de Penaguião    Fontes    1 087     1 642
Vila Real    Sta. Marta de Penaguião    Fornelos    319    503
Vila Real    Sta. Marta de Penaguião    Lobrigos (S. João Baptista)    1 449     657
Vila Real    Sta. Marta de Penaguião    Lobrigos (S. Miguel)    1 327     442
Vila Real    Sta. Marta de Penaguião    Louredo    516    713
Vila Real    Sta. Marta de Penaguião    Medrões    645    527
Vila Real    Sta. Marta de Penaguião    Sanhoane    422    335
Vila Real    Sta. Marta de Penaguião    Sever    951    614
Vila Real    Valpaços    Água Revés e Crasto    415    2 010
Vila Real    Valpaços    Algeriz    730    1 899
Vila Real    Valpaços    Alvarelhos    172    1 283
Vila Real    Valpaços    Barreiros    218    696
Vila Real    Valpaços    Bouçoães    541    2 574
Vila Real    Valpaços    Canaveses    303    1 266
Vila Real    Valpaços    Carrazedo de Montenegro    1 818     2 902
Vila Real    Valpaços    Curros    212    2 036
Vila Real    Valpaços    Ervões    752    2 205
Vila Real    Valpaços    Fiães    146    1 014
Vila Real    Valpaços    Fornos do Pinhal    347    1 114
Vila Real    Valpaços    Friões    786    2 769
Vila Real    Valpaços    Lebução    600    1 449
Vila Real    Valpaços    Nozelos    122    531
Vila Real    Valpaços    Padrela e Tazem    469    2 864
Vila Real    Valpaços    Possacos    573    1 167
Vila Real    Valpaços    Rio Torto    464    3 119
Vila Real    Valpaços    Sanfins    208    510
Vila Real    Valpaços    Sta. Maria de Emeres    519    1 668
Vila Real    Valpaços    Sta. Valha    551    2 690
Vila Real    Valpaços    Santiago da Ribeira de Alhariz    835    1 809
Vila Real    Valpaços    S. João da Corveira    721    1 430
Vila Real    Valpaços    S. Pedro de Veiga de Lila    400    1 940
Vila Real    Valpaços    Serapicos    325    1 161
Vila Real    Valpaços    Sonim    317    1 103
Vila Real    Valpaços    Tinhela    253    1 519
Vila Real    Valpaços    Vales    337    2 226
Vila Real    Valpaços    Valpaços    4 421     3 421
Vila Real    Valpaços    Vassal    504    1 458
Vila Real    Valpaços    Veiga de Lila    330    1 437
Vila Real    Valpaços    Vilarandelo    1 123     2 036 
Vila Real    Vila Pouca de Aguiar    Afonsim    223    1 254
Vila Real    Vila Pouca de Aguiar    Alfarela de Jales    447    1 357
Vila Real    Vila Pouca de Aguiar    Bornes de Aguiar    2 212     4 130
Vila Real    Vila Pouca de Aguiar    Bragado    640    2 270
Vila Real    Vila Pouca de Aguiar    Capeludos    602    2 227
Vila Real    Vila Pouca de Aguiar    Gouvães da Serra    227    1 555
Vila Real    Vila Pouca de Aguiar    Lixa do Alvão    (*)     (*)
Vila Real    Vila Pouca de Aguiar    Parada de Monteiros    101    2 315
Vila Real    Vila Pouca de Aguiar    Pensalvos    379    2 315
Vila Real    Vila Pouca de Aguiar    Sabroso de Aguiar    708    1 207
Vila Real    Vila Pouca de Aguiar    Sta. Marta da Montanha    195    1 312
Vila Real    Vila Pouca de Aguiar    Soutelo de Aguiar    1 215     2 936
Vila Real    Vila Pouca de Aguiar    Telões    1 630     4 535
Vila Real    Vila Pouca de Aguiar    Tresminas    528    5 585
Vila Real    Vila Pouca de Aguiar    Valoura    451    1 440
Vila Real    Vila Pouca de Aguiar    Vila Pouca de Aguiar    3 456     2 270
Vila Real    Vila Pouca de Aguiar    Vreia de Bornes    794    1 757
Vila Real    Vila Pouca de Aguiar    Vreia de Jales    1 190     4 803 
Vila Real    Vila Real    Abaças    1 074     1 913
Vila Real    Vila Real    Adoufe    2 067     1 594
Vila Real    Vila Real    Andrães    1 511     2 037
Vila Real    Vila Real    Arroios    955    251
Vila Real    Vila Real    Borbela    2 557     1 209
Vila Real    Vila Real    Campeã    1 627     2 391
Vila Real    Vila Real    Constatim    971    726
Vila Real    Vila Real    Ermida    546    764
Vila Real    Vila Real    Folhadela    1 897     1 559
Vila Real    Vila Real    Guiães    585    717
Vila Real    Vila Real    Justes    432    865
Vila Real    Vila Real    Lamares    419    1 533
Vila Real    Vila Real    Lamas de Olo    177    2 942
Vila Real    Vila Real    Lordelo    2 886     516
Vila Real    Vila Real    Mateus    2 545     455
Vila Real    Vila Real    Mondrões    1 159     1 124
Vila Real    Vila Real    Mouçós    2 906     2 274
Vila Real    Vila Real    Nogueira    708    485
Vila Real    Vila Real    Parada de Cunhos    1 789     703
Vila Real    Vila Real    Pena    540    1 398
Vila Real    Vila Real    Quinta    148    419
Vila Real    Vila Real    S. Tomé do Castelo    990    3 302
Vila Real    Vila Real    Torgueda    1 583     1 372
Vila Real    Vila Real    Vale de Nogueiras    1 011     1 298
Vila Real    Vila Real    Vila Cova    239    693
Vila Real    Vila Real    Vila Marim    1 690     2 349
Vila Real    Vila Real    Vila Real (S. Dinis)    3 870     146
Vila Real    Vila Real    Vila Real (S. Pedro)    4 422     217
Vila Real    Vila Real    Vila Real (Nª Sra. da Conceição)    7 846     346
Vila Real    Vila Real    Vilarinho de Samardã    807    2 169 
Viseu    Armamar    Aldeias    376    534
Viseu    Armamar    Aricera    236    511
Viseu    Armamar    Armamar    1 222     788
Viseu    Armamar    Cimbres    374    587
Viseu    Armamar    Coura    65    517
Viseu    Armamar    Folgosa    503    477
Viseu    Armamar    Fontelo    816    768
Viseu    Armamar    Goujoim    102    651
Viseu    Armamar    Queimada    304    370
Viseu    Armamar    Queimadela    331    227
Viseu    Armamar    Sta. Cruz    231    697
Viseu    Armamar    Santiago    180    376
Viseu    Armamar    Santo Adrião    145    387
Viseu    Armamar    S. Cosmado    707    1 373
Viseu    Armamar    S. Martinho das Chãs    726    721
Viseu    Armamar    S. Romão    233    297
Viseu    Armamar    Tões    195    176
Viseu    Armamar    Vacalar    263    618
Viseu    Armamar    Vila Seca    483    1 149 
Viseu    Carregal do Sal    Beijós    1 217     1 255
Viseu    Carregal do Sal    Cabanas de Viriato    1 698     2 194
Viseu    Carregal do Sal    Currelos    2 261     1 141
Viseu    Carregal do Sal    Oliveira do Conde    3 313     3 347
Viseu    Carregal do Sal    Papízios    758    1 409
Viseu    Carregal do Sal    Parada    872    1 523
Viseu    Carregal do Sal    Sobral    292    511
Viseu    Castro Daire    Almofala    280    1 875
Viseu    Castro Daire    Alva    546    987
Viseu    Castro Daire    Cabril    591    2 192
Viseu    Castro Daire    Castro Daire    4 578     3 243
Viseu    Castro Daire    Cujó    410    826
Viseu    Castro Daire    Ermida    297    893
Viseu    Castro Daire    Ester    320    1 157
Viseu    Castro Daire    Gafanhão    177    776
Viseu    Castro Daire    Gosende    557    2 057
Viseu    Castro Daire    Mamouros    675    895
Viseu    Castro Daire    Mezio    521    1 162
Viseu    Castro Daire    Mões    2 109     4 533
Viseu    Castro Daire    Moledo    1 314     4 383
Viseu    Castro Daire    Monteiras    586    2 167
Viseu    Castro Daire    Moura Morta    150    999
Viseu    Castro Daire    Parada de Ester    790    2 898
Viseu    Castro Daire    Pepim    436    1 268
Viseu    Castro Daire    Picão    267    674
Viseu    Castro Daire    Pinheiro    868    1 903
Viseu    Castro Daire    Reriz    799    1 692
Viseu    Castro Daire    Ribolhos    306    232
Viseu    Castro Daire    S. Joaninho    413    813
Viseu    Cinfães    Alhões    284    1 066
Viseu    Cinfães    Bustelo    153    581
Viseu    Cinfães    Cinfães    3 290     2 518
Viseu    Cinfães    Espadanedo    1 406     547
Viseu    Cinfães    Ferreiros de Tendais    802    1 637
Viseu    Cinfães    Fornelos    835    946
Viseu    Cinfães    Gralheira    205    1 058
Viseu    Cinfães    Moimenta    468    639
Viseu    Cinfães    Nespereira    2 217     3 848
Viseu    Cinfães    Oliveira do Douro    1 785     1 240
Viseu    Cinfães    Ramires    138    1 137
Viseu    Cinfães    Santiago de Piães    2 027     1 740
Viseu    Cinfães    S. Cristovão de Nogueira    2 215     1 857
Viseu    Cinfães    Souselo    3 407     866
Viseu    Cinfães    Tarouquela    1 339     655
Viseu    Cinfães    Tendais    894    3 169
Viseu    Cinfães    Travanca    959    667
Viseu    Lamego    Avões    693    462
Viseu    Lamego    Bigorne    39    508
Viseu    Lamego    Britiande    1 015     539
Viseu    Lamego    Cambres    2 678     1 116
Viseu    Lamego    Cepões    919    540
Viseu    Lamego    Ferreirim    976    551
Viseu    Lamego    Ferreiros de Avões    572    277
Viseu    Lamego    Figueira    421    466
Viseu    Lamego    Lalim    912    764
Viseu    Lamego    Lamego (Almacave)    7 739     1 061
Viseu    Lamego    Lamego (Sé)    3 144     956
Viseu    Lamego    Lazarim    686    1 571
Viseu    Lamego    Magueija    742    1 035
Viseu    Lamego    Meijinhos    104    274
Viseu    Lamego    Melcões    126    197
Viseu    Lamego    Parada do Bispo    200    200
Viseu    Lamego    Penajóia    1 250     1 033
Viseu    Lamego    Penude    1 807     1 293
Viseu    Lamego    Pretarouca    103    465
Viseu    Lamego    Samodães    280    307
